date,bill_no,import_export,hs_code,product,product_detail,descript_label,seller,seller_country,seller_port,seller_country_ori,seller_id,seller_id_std,seller_type,buyer,buyer_country,buyer_port,buyer_country_ori,buyer_id,buyer_id_std,buyer_type,quantity,unit,weight_kg,weight_unit_orig,value_usd,uusd,origin_country,transport_mode,source,id,product_label
2024/10/16,106652389801.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt -SCUTCHED FLAX SHORT FIBER TYPE BRUT BLUE , hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt -SCUTCHED FLAX SHORT FIBER TYPE BRUT BLUE , hàng mới 100%",[],albert brille sa,France,,France,193130794.0,186097996.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,108160.0,kilograms,,,266188.2496,2.46106,france,sea (cont),vietnam_wmb04,-366037524,Scutched Flax Tow
2024/10/14,106645679601.0,,53012900,"P84#&Xơ lanh đã chải kỹ, chưa kéo thành sợi, FLAX FIBER 3.2D X 28MM.dùng làm nguyên liệu sản xuất sợi, không hiệu, mới 100%",,,wuxi jiayida commerce trade co.ltd.,China,--,,,,,công ty tnhh brotex việt nam,Vietnam,--,,,,,100.0,kilograms,,,1550.0,15.5,,,,6b2dca712712c19ed8c8517a18b169ac,Flax/Linen Fiber
2024/10/11,106639696660.0,,53013000,"Tô (Tow) Lanh (Sample 274) dạng ngắn (dùng trong nhà máy dệt sợi), mới 100%. NSX : VIC LEDENT TEXTILES B.V.",,,hong kong fashion industrial limited,France,--,,,,,công ty tnhh công nghệ kỹ thuật ngân hà,Vietnam,--,,,,,186800.0,kilograms,,,397323.6,2.127,,,,8dd21cd13162759005929111b55d04f1,Flax Tow
2024/10/03,106620367341.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Tow Lots: 234,232,263,748,629, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Tow Lots: 234,232,263,748,629, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,15500.0,kilograms,,,28453.66,1.83572,belgium,sea (cont),vietnam_wmb04,-366037521,Rescutched Flax Tow
2024/10/02,106616880860.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,89040.0,kilograms,,,288445.9704,3.23951,france,sea (cont),vietnam_wmb04,-366037526,Scutched Flax Tow
2024/10/01,106616287261.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0DC, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0DC, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,14380.0,kilograms,,,27950.406,1.9437,france,sea (cont),vietnam_wmb04,-366037518,Scutched Flax Tow
2024/10/01,106616287261.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0P, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0P, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,23340.0,kilograms,,,47886.4446,2.05169,france,sea (cont),vietnam_wmb04,-366037520,Scutched Flax Tow
2024/10/01,106616287261.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0DBD, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0DBD, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,47820.0,kilograms,,,129094.3938,2.69959,france,sea (cont),vietnam_wmb04,-366037519,Scutched Flax Tow
2024/09/30,106609805410.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Quality 4376 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Quality 4376 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],debruyne,Belgium,,Belgium,192224755.0,76361053.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,34420.0,kilograms,,,79209.3692,2.30126,belgium,sea (cont),vietnam_wmb04,-350737826,Scutched Flax Tow
2024/09/18,106579829531.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SHORT FIBER, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SHORT FIBER, hàng mới 100%",[],debruyne,Belgium,,Belgium,192224755.0,76361053.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,22640.0,kilograms,,,50665.3768,2.23787,belgium,sea (cont),vietnam_wmb04,-350737730,Scutched Flax Tow
2024/09/15,106575325400.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0DB ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,178200.0,kilograms,,,592007.13,3.32215,france,sea (cont),vietnam_wmb04,-350737797,Scutched Flax Tow
2024/09/15,106575325400.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-1 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-1 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,23300.0,kilograms,,,87726.83,3.7651,france,sea (cont),vietnam_wmb04,-350737813,Scutched Flax Tow
2024/09/13,106568769901.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX SHORT FIBER, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX SHORT FIBER, hàng mới 100%",[],jiangsu meishengda imp&exp co.ltd.,China,,Russia,192224751.0,74240044.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,16200.0,kilograms,,,21870.0,1.35,russia,sea (cont),vietnam_wmb04,-350737714,Scutched Flax Tow
2024/09/11,106566656121.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0C, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX TOW FIBER ET-0C, hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,68240.0,kilograms,,,200254.3744,2.93456,france,sea (cont),vietnam_wmb04,-350737703,Scutched Flax Tow
2024/09/09,106559280110.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-OC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-OC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,73980.0,kilograms,,,229387.5666,3.10067,france,sea (cont),vietnam_wmb04,-350737785,Scutched Flax Tow
2024/09/09,106559280110.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-SC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-SC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,128400.0,kilograms,,,490548.348,3.82047,france,sea (cont),vietnam_wmb04,-350737772,Scutched Flax Tow
2024/09/04,106544206200.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-OBC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-OBC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,41140.0,kilograms,,,96347.823,2.34195,france,sea (cont),vietnam_wmb04,-350737757,Scutched Flax Tow
2024/09/04,106544206200.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-O ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-O ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,192224749.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,248500.0,kilograms,,,872963.105,3.51293,france,sea (cont),vietnam_wmb04,-350737747,Scutched Flax Tow
2024/08/30,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-0BC, 100% new","SCUTCHED FLAX TOW FIBER ET-0BC, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,45160.0,kilograms,45160.0 KG,kg,119680.774,2.65,france,,vietnam_04,16433195203,Scutched Flax Tow
2024/08/30,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-2C, 100% new","SCUTCHED FLAX TOW FIBER ET-2C, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,50300.0,kilograms,50300.0 KG,kg,161073.678,3.202,france,,vietnam_04,16433588827,Scutched Flax Tow
2024/08/27,,1.0,53013000,Flax Fiber used as raw material for producing flax fiber - 100% new,Flax Fiber used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],decolis b.v.,France,,France,186100796.0,67147239.0,0.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,250300.0,kilograms,250300.0 KG,kg,331665.021,1.325,france,,vietnam_04,16433227405,Short Flax Fiber
2024/08/27,,1.0,53012100,"Flax short fiber, crushed and dried, used to produce textile fibers - FLAX SHORT FIBER, 100% new","Flax short fiber, crushed and dried, used to produce textile fibers - FLAX SHORT FIBER, 100% new",[],jiangsu meishengda imp&exp co.ltd.,China,,Russia,176877788.0,74240044.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,16200.0,kilograms,16200.0 KG,kg,24300.0,1.5,russia,,vietnam_04,16433150391,Scutched Flax Tow
2024/08/24,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OC used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OC used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,43820.0,kilograms,43820.0 KG,kg,127118.314,2.901,france,,vietnam_04,16433171313,Scutched Flax Tow
2024/08/24,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OB used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OB used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,88960.0,kilograms,88960.0 KG,kg,272673.965,3.065,france,,vietnam_04,16433602711,Scutched Flax Tow
2024/08/24,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-1 used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-1 used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,22740.0,kilograms,22740.0 KG,kg,79658.22,3.503,france,,vietnam_04,16433150499,Scutched Flax Tow
2024/08/23,,1.0,53013000,Flax Fiber used as raw material for producing flax fiber - 100% new,Flax Fiber used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],decolis b.v.,France,,France,186100796.0,67147239.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,201790.0,kilograms,201790.0 KG,kg,265075.38,1.314,france,,vietnam_04,16432730201,Short Flax Fiber
2024/08/22,,1.0,53013000,Flax Fiber used as raw material for producing flax fiber - 100% new,Flax Fiber used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],decolis b.v.,France,,France,186100796.0,67147239.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,171890.0,kilograms,171890.0 KG,kg,225798.142,1.314,france,,vietnam_04,16433552371,Short Flax Fiber
2024/08/22,,1.0,53012100,"SCUTCHED FLAX TOWS TYPE 2, 100% new","SCUTCHED FLAX TOWS TYPE 2, 100% new",[],sas novalin france,Belgium,,France,169191478.0,20539025.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,22220.0,kilograms,22220.0 KG,kg,57161.394,2.573,france,,vietnam_04,16433219509,Scutched Flax Tow
2024/08/22,,1.0,53012100,"SCUTCHED FLAX TOWS TYPE 2, 100% new","SCUTCHED FLAX TOWS TYPE 2, 100% new",[],sas novalin france,Belgium,,France,169191478.0,20539025.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,23340.0,kilograms,23340.0 KG,kg,60042.617,2.573,france,,vietnam_04,16433284048,Scutched Flax Tow
2024/08/22,,1.0,53012100,"SCUTCHED FLAX TOWS TYPE 1, 100% new","SCUTCHED FLAX TOWS TYPE 1, 100% new",[],sas novalin france,Belgium,,France,169191478.0,20539025.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,23460.0,kilograms,23460.0 KG,kg,74476.116,3.175,france,,vietnam_04,16433197759,Scutched Flax Tow
2024/08/22,,1.0,53012100,"SCUTCHED FLAX TOWS TYPE 1, 100% new","SCUTCHED FLAX TOWS TYPE 1, 100% new",[],sas novalin france,Belgium,,France,169191478.0,20539025.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,24900.0,kilograms,24900.0 KG,kg,79047.54,3.175,france,,vietnam_04,16432769644,Scutched Flax Tow
2024/08/22,,1.0,53012100,"SCUTCHED FLAX TOWS TYPE 1, 100% new","SCUTCHED FLAX TOWS TYPE 1, 100% new",[],sas novalin france,Belgium,,France,169191478.0,20539025.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,23340.0,kilograms,23340.0 KG,kg,74095.164,3.175,france,,vietnam_04,16433239168,Scutched Flax Tow
2024/08/19,,1.0,53012100,"Short Flax Fiber, crushed and dried for textile fiber production - SHORT FLAX FIBER Lot 4346-4357, 100% new","Short Flax Fiber, crushed and dried for textile fiber production - SHORT FLAX FIBER Lot 4346-4357, 100% new",[],debruyne,Belgium,,Belgium,164561793.0,76361053.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,9420.0,kilograms,9420.0 KG,kg,18870.898,2.003,belgium,,vietnam_04,16432727483,Scutched Flax Tow
2024/08/19,,1.0,53012100,"Short Flax Fiber, crushed and dried for textile fiber production - SHORT FLAX FIBER Lot 3408-4351, 100% new","Short Flax Fiber, crushed and dried for textile fiber production - SHORT FLAX FIBER Lot 3408-4351, 100% new",[],debruyne,Belgium,,Belgium,164561793.0,76361053.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,8500.0,kilograms,8500.0 KG,kg,17958.375,2.113,belgium,,vietnam_04,16433249060,Scutched Flax Tow
2024/08/19,,1.0,53012100,"Short Flax Fiber, crushed, dried for textile fiber production - SHORT FLAX FIBER Lot 3304, 100% new","Short Flax Fiber, crushed, dried for textile fiber production - SHORT FLAX FIBER Lot 3304, 100% new",[],debruyne,Belgium,,Belgium,164561793.0,76361053.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,21340.0,kilograms,21340.0 KG,kg,49758.051,2.332,belgium,,vietnam_04,16432750940,Scutched Flax Tow
2024/08/19,,1.0,53012100,"SCUTCHED SHORT FIBRE TYPE 2467, 100% new","SCUTCHED SHORT FIBRE TYPE 2467, 100% new",[],vlasvezelbedrijf leon vandecasteele,Belgium,,Belgium,164564172.0,23789670.0,0.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,23030.0,kilograms,23030.0 KG,kg,71850.376,3.12,belgium,,vietnam_04,16433153097,Scutched Flax Tow
2024/08/10,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OCD used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OCD used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,63420.0,kilograms,63420.0 KG,kg,192716.891,3.039,france,,vietnam_04,16433227466,Scutched Flax Tow
2024/08/10,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OB used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OB used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,25480.0,kilograms,25480.0 KG,kg,80192.44,3.147,france,,vietnam_04,16432724131,Scutched Flax Tow
2024/08/10,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OSC used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OSC used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,42180.0,kilograms,42180.0 KG,kg,155639.982,3.69,france,,vietnam_04,16433151542,Scutched Flax Tow
2024/08/08,,1.0,53013000,Flax Fiber used as raw material for producing flax fiber - 100% new,Flax Fiber used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],decolis b.v.,France,,Belgium,173024655.0,67147239.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,101880.0,kilograms,101880.0 KG,kg,132679.343,1.302,belgium,,vietnam_04,16432758876,Short Flax Fiber
2024/08/08,,1.0,53013000,Short Flax Fiber used as raw material for producing flax fiber - 100% new,Short Flax Fiber used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],anhui xinya new materials co.ltd.,China,,Belarus,184784925.0,84105982.0,0.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,17160.0,kilograms,17160.0 KG,kg,40640.543,2.368,belarus,,vietnam_04,16433339049,Short Flax Fiber
2024/08/07,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-0, 100% new","SCUTCHED FLAX TOW FIBER ET-0, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,44760.0,kilograms,44760.0 KG,kg,116583.239,2.605,france,,vietnam_04,16433339034,Scutched Flax Tow
2024/08/07,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-2C, 100% new","SCUTCHED FLAX TOW FIBER ET-2C, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,50940.0,kilograms,50940.0 KG,kg,160321.934,3.147,france,,vietnam_04,16433552358,Scutched Flax Tow
2024/08/07,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-2DC, 100% new","SCUTCHED FLAX TOW FIBER ET-2DC, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,50980.0,kilograms,50980.0 KG,kg,177045.893,3.473,france,,vietnam_04,16432723586,Scutched Flax Tow
2024/08/07,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-SC, 100% new","SCUTCHED FLAX TOW FIBER ET-SC, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,42960.0,kilograms,42960.0 KG,kg,163180.553,3.798,france,,vietnam_04,16432721134,Scutched Flax Tow
2024/08/05,,1.0,53013000,Flax Fiber - 1 Drum Tow Type Pic Crop 2023 Lot Blue used as raw material for producing flax fiber - 100% new,Flax Fiber - 1 Drum Tow Type Pic Crop 2023 Lot Blue used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],decolis b.v.,France,,Belgium,173024655.0,67147239.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,21940.0,kilograms,21940.0 KG,kg,75718.012,3.451,belgium,,vietnam_04,16433163582,Flax Tow
2024/08/02,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OC used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OC used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,47520.0,kilograms,47520.0 KG,kg,124272.878,2.615,france,,vietnam_04,16433174166,Scutched Flax Tow
2024/08/02,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OB used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OB used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,49820.0,kilograms,49820.0 KG,kg,157431.2,3.16,france,,vietnam_04,16433149775,Scutched Flax Tow
2024/08/02,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OSC used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OSC used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,42520.0,kilograms,42520.0 KG,kg,157529.372,3.705,france,,vietnam_04,16433238920,Scutched Flax Tow
2024/08/02,,1.0,53013000,Scutched Flax Tow Fiber RF: ET-OOP used as raw material for producing flax fiber - 100% new,Scutched Flax Tow Fiber RF: ET-OOP used as raw material for producing flax fiber - 100% new,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,suliman textile company limited,Vietnam,,Vietnam,170643756.0,170643756.0,0.0,50440.0,kilograms,50440.0 KG,kg,186871.625,3.705,france,,vietnam_04,16433249143,Scutched Flax Tow
2024/08/01,,1.0,53012100,"Flax short fiber, crushed and dried, used to produce textile fibers - FLAX SHORT FIBER, 100% new","Flax short fiber, crushed and dried, used to produce textile fibers - FLAX SHORT FIBER, 100% new",[],jiangsu meishengda imp&exp co.ltd.,China,,Russia,176877788.0,74240044.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,16200.0,kilograms,16200.0 KG,kg,16200.0,1.0,russia,,vietnam_04,16433553684,Scutched Flax Tow
2024/08/01,,1.0,53012100,"SCUTCHED FLAX SHORT FIBER TYPE BRUT CLEAR, 100% new","SCUTCHED FLAX SHORT FIBER TYPE BRUT CLEAR, 100% new",[],albert brille sa,France,,France,186097996.0,186097996.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,171760.0,kilograms,171760.0 KG,kg,312555.107,1.82,france,,vietnam_04,16432725395,Scutched Flax Tow
2024/08/01,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-2C, 100% new","SCUTCHED FLAX TOW FIBER ET-2C, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,50980.0,kilograms,50980.0 KG,kg,161096.8,3.16,france,,vietnam_04,16433285436,Scutched Flax Tow
2024/08/01,,1.0,53012100,"SCUTCHED FLAX TOW FIBER ET-SC, 100% new","SCUTCHED FLAX TOW FIBER ET-SC, 100% new",[],liniere de bosc nouvel s.a.,France,,France,114861197.0,26725401.0,1.0,meishengda vietnam textiles co.ltd.,Vietnam,,Vietnam,164561792.0,88971763.0,1.0,65160.0,kilograms,65160.0 KG,kg,248506.556,3.814,france,,vietnam_04,16432748870,Scutched Flax Tow
